note(canal, nota, intensidade), tick
note_off(9, 54, 64), 10752
note_on(9, 54, 100.0), 10848
note_off(9, 54, 64), 10944
note_on(9, 54, 100.0), 11040
note_off(9, 54, 64), 11136
note_on(9, 54, 100.0), 11232
note_off(9, 54, 64), 11328
note_on(9, 54, 100.0), 11424
note_off(9, 54, 64), 11520
note_on(9, 54, 100.0), 11616
note_off(9, 54, 64), 11712
note_on(9, 54, 100.0), 11808
note_off(9, 54, 64), 11904
note_on(9, 54, 100.0), 12000
note_off(9, 54, 64), 12096
note_on(9, 54, 100.0), 12192
note_off(9, 54, 64), 12288
note_on(9, 54, 100.0), 12384
note_off(9, 54, 64), 12480
note_on(9, 54, 100.0), 12576
note_off(9, 54, 64), 12672
note_on(9, 54, 100.0), 12768
note_off(9, 54, 64), 12864
note_on(9, 54, 100.0), 12960
note_off(9, 54, 64), 13056
note_on(9, 54, 100.0), 13152
note_off(9, 54, 64), 13248
note_on(9, 54, 100.0), 13344
note_off(9, 54, 64), 13440
note_on(9, 54, 100.0), 13536
note_off(9, 54, 64), 13632
note_on(9, 54, 100.0), 13728
note_off(9, 54, 64), 13824
note_on(9, 54, 100.0), 13920
note_off(9, 54, 64), 14016
note_on(9, 54, 100.0), 14112
note_off(9, 54, 64), 14208
note_on(9, 54, 100.0), 14304
note_off(9, 54, 64), 14400
note_on(9, 54, 100.0), 14496
note_off(9, 54, 64), 14592
note_on(9, 54, 100.0), 14688
note_off(9, 54, 64), 14784
note_on(9, 54, 100.0), 14880
note_off(9, 54, 64), 14976
note_on(9, 54, 100.0), 15072
note_off(9, 54, 64), 15168
note_on(9, 54, 100.0), 15264
note_off(9, 54, 64), 15360
note_on(9, 54, 100.0), 15456
note_off(9, 54, 64), 15552
note_on(9, 54, 100.0), 15648
note_off(9, 54, 64), 15744
note_on(9, 54, 100.0), 15840
note_off(9, 54, 64), 15936
note_on(9, 54, 100.0), 16032
note_off(9, 54, 64), 16128
note_on(9, 54, 100.0), 16224
note_off(9, 54, 64), 16320
note_on(9, 54, 100.0), 16416
note_off(9, 54, 64), 16512
note_on(9, 54, 100.0), 16608
note_off(9, 54, 64), 16704
note_on(9, 54, 100.0), 16800
note_off(9, 54, 64), 16896
note_on(9, 54, 100.0), 16992
note_off(9, 54, 64), 17088
note_on(9, 54, 100.0), 17184
note_off(9, 54, 64), 17280
note_on(9, 54, 100.0), 17376
note_off(9, 54, 64), 17472
note_on(9, 54, 100.0), 17568
note_off(9, 54, 64), 17664
note_on(9, 54, 100.0), 17760
note_off(9, 54, 64), 17856
note_on(9, 54, 100.0), 17952
note_off(9, 54, 64), 18048
note_on(9, 54, 100.0), 18144
note_off(9, 54, 64), 18240
note_on(9, 54, 100.0), 18336
note_off(9, 54, 64), 18432
note_on(9, 54, 100.0), 18528
note_off(9, 54, 64), 18624
note_on(9, 54, 100.0), 18720
note_off(9, 54, 64), 18816
note_on(9, 54, 100.0), 18912
note_off(9, 54, 64), 19008
note_on(9, 54, 100.0), 19104
note_off(9, 54, 64), 19200
note_on(9, 54, 100.0), 19296
note_off(9, 54, 64), 19392
note_on(9, 54, 100.0), 19488
note_off(9, 54, 64), 19584
note_on(9, 54, 100.0), 19680
note_off(9, 54, 64), 19776
note_on(9, 54, 100.0), 19872
note_off(9, 54, 64), 19968
note_on(9, 54, 100.0), 20064
note_off(9, 54, 64), 20160
note_on(9, 54, 100.0), 20256
note_off(9, 54, 64), 20352
note_on(9, 54, 100.0), 20448
note_off(9, 54, 64), 20544
note_on(9, 54, 100.0), 20640
note_off(9, 54, 64), 20736
note_on(9, 54, 100.0), 20736
note_off(9, 54, 64), 20832
note_on(9, 54, 100.0), 20832
note_off(9, 54, 64), 20928
note_on(9, 54, 100.0), 20928
note_off(9, 54, 64), 21024
note_on(9, 54, 100.0), 21024
note_off(9, 54, 64), 21120
note_on(9, 54, 100.0), 21120
note_off(9, 54, 64), 21216
note_on(9, 54, 100.0), 21216
note_off(9, 54, 64), 21312
note_on(9, 54, 100.0), 21312
note_off(9, 54, 64), 21408
note_on(9, 54, 100.0), 21408
note_off(9, 54, 64), 21504
note_on(9, 54, 100.0), 21504
note_off(9, 54, 64), 21600
note_on(9, 54, 100.0), 21600
note_off(9, 54, 64), 21696
note_on(9, 54, 100.0), 21696
note_off(9, 54, 64), 21792
note_on(9, 54, 100.0), 21792
note_off(9, 54, 64), 21888
note_on(9, 54, 100.0), 21888
note_off(9, 54, 64), 21984
note_on(9, 54, 100.0), 21984
note_off(9, 54, 64), 22080
note_on(9, 54, 100.0), 22080
note_off(9, 54, 64), 22176
note_on(9, 54, 100.0), 22176
note_off(9, 54, 64), 22272
note_on(9, 54, 100.0), 22272
note_off(9, 54, 64), 22368
note_on(9, 54, 100.0), 22368
note_off(9, 54, 64), 22464
note_on(9, 54, 100.0), 22464
note_off(9, 54, 64), 22560
note_on(9, 54, 100.0), 22560
note_off(9, 54, 64), 22656
note_on(9, 54, 100.0), 22656
note_off(9, 54, 64), 22752
note_on(9, 54, 100.0), 22752
note_off(9, 54, 64), 22848
note_on(9, 54, 100.0), 22848
note_off(9, 54, 64), 22944
note_on(9, 54, 100.0), 22944
note_off(9, 54, 64), 23040
note_on(9, 54, 100.0), 23040
note_off(9, 54, 64), 23136
note_on(9, 54, 100.0), 23136
note_off(9, 54, 64), 23232
note_on(9, 54, 100.0), 23232
note_off(9, 54, 64), 23328
note_on(9, 54, 100.0), 23328
note_off(9, 54, 64), 23424
note_on(9, 54, 100.0), 23424
note_off(9, 54, 64), 23520
note_on(9, 54, 100.0), 23520
note_off(9, 54, 64), 23616
note_on(9, 54, 100.0), 23616
note_off(9, 54, 64), 23712
note_on(9, 54, 100.0), 23712
note_off(9, 54, 64), 23808
note_on(9, 54, 100.0), 23808
note_off(9, 54, 64), 23904
note_on(9, 54, 100.0), 23904
note_off(9, 54, 64), 24000
note_on(9, 54, 100.0), 24000
note_off(9, 54, 64), 24096
note_on(9, 54, 100.0), 24096
note_off(9, 54, 64), 24192
note_on(9, 54, 100.0), 24192
note_off(9, 54, 64), 24288
note_on(9, 54, 100.0), 24288
note_off(9, 54, 64), 24384
note_on(9, 54, 100.0), 24384
note_off(9, 54, 64), 24480
note_on(9, 54, 100.0), 24480
note_off(9, 54, 64), 24576
note_on(9, 54, 100.0), 24576
note_off(9, 54, 64), 24672
note_on(9, 54, 100.0), 24672
note_off(9, 54, 64), 24768
note_on(9, 54, 100.0), 24768
note_off(9, 54, 64), 24864
note_on(9, 54, 100.0), 24864
note_off(9, 54, 64), 24960
note_on(9, 54, 100.0), 24960
note_off(9, 54, 64), 25056
note_on(9, 54, 100.0), 25056
note_off(9, 54, 64), 25152
note_on(9, 54, 100.0), 25152
note_off(9, 54, 64), 25248
note_on(9, 54, 100.0), 25248
note_off(9, 54, 64), 25344
note_on(9, 54, 100.0), 25344
note_off(9, 54, 64), 25440
note_on(9, 54, 100.0), 25440
note_off(9, 54, 64), 25536
note_on(9, 54, 100.0), 25536
note_off(9, 54, 64), 25632
note_on(9, 54, 100.0), 25632
note_off(9, 54, 64), 25728
note_on(9, 54, 100.0), 25728
note_off(9, 54, 64), 25824
note_on(9, 54, 100.0), 25824
note_off(9, 54, 64), 25920
note_on(9, 54, 100.0), 25920
note_off(9, 54, 64), 26016
note_on(9, 54, 100.0), 26016
note_off(9, 54, 64), 26112
note_on(9, 54, 100.0), 26112
note_off(9, 54, 64), 26208
note_on(9, 54, 100.0), 26208
note_off(9, 54, 64), 26304
note_on(9, 54, 100.0), 26304
note_off(9, 54, 64), 26400
note_on(9, 54, 100.0), 26400
note_off(9, 54, 64), 26496
note_on(9, 54, 100.0), 26496
note_off(9, 54, 64), 26592
note_on(9, 54, 100.0), 26592
note_off(9, 54, 64), 26688
note_on(9, 54, 100.0), 26688
note_off(9, 54, 64), 26784
note_on(9, 54, 100.0), 26976
note_off(9, 54, 64), 27072
note_on(9, 54, 100.0), 27168
note_off(9, 54, 64), 27264
note_on(9, 54, 100.0), 27360
note_off(9, 54, 64), 27456
note_on(9, 54, 100.0), 27552
note_off(9, 54, 64), 27648
note_on(9, 54, 100.0), 27744
note_off(9, 54, 64), 27840
note_on(9, 54, 100.0), 27936
note_off(9, 54, 64), 28032
note_on(9, 54, 100.0), 28128
note_off(9, 54, 64), 28224
note_on(9, 54, 100.0), 28320
note_off(9, 54, 64), 28416
note_on(9, 54, 100.0), 28512
note_off(9, 54, 64), 28608
note_on(9, 54, 100.0), 28704
note_off(9, 54, 64), 28800
note_on(9, 54, 100.0), 28896
note_off(9, 54, 64), 28992
note_on(9, 54, 100.0), 29088
note_off(9, 54, 64), 29184
note_on(9, 54, 100.0), 29280
note_off(9, 54, 64), 29376
note_on(9, 54, 100.0), 29472
note_off(9, 54, 64), 29568
note_on(9, 54, 100.0), 29664
note_off(9, 54, 64), 29760
note_on(9, 54, 100.0), 29856
note_off(9, 54, 64), 29952
note_on(9, 54, 100.0), 30048
note_off(9, 54, 64), 30144
note_on(9, 54, 100.0), 30240
note_off(9, 54, 64), 30336
note_on(9, 54, 100.0), 30432
note_off(9, 54, 64), 30528
note_on(9, 54, 100.0), 30624
note_off(9, 54, 64), 30720
note_on(9, 54, 100.0), 30816
note_off(9, 54, 64), 30912
note_on(9, 54, 100.0), 31008
note_off(9, 54, 64), 31104
note_on(9, 54, 100.0), 31200
note_off(9, 54, 64), 31296
note_on(9, 54, 100.0), 31392
note_off(9, 54, 64), 31488
note_on(9, 54, 100.0), 31584
note_off(9, 54, 64), 31680
note_on(9, 54, 100.0), 31776
note_off(9, 54, 64), 31872
note_on(9, 54, 100.0), 31968
note_off(9, 54, 64), 32064
note_on(9, 54, 100.0), 32160
note_off(9, 54, 64), 32256
note_on(9, 54, 100.0), 32352
note_off(9, 54, 64), 32448
note_on(9, 54, 100.0), 32544
note_off(9, 54, 64), 32640
note_on(9, 54, 100.0), 32736
note_off(9, 54, 64), 32832
note_on(9, 54, 100.0), 32928
note_off(9, 54, 64), 33024
note_on(9, 54, 100.0), 33120
note_off(9, 54, 64), 33216
note_on(9, 54, 100.0), 33312
note_off(9, 54, 64), 33408
note_on(9, 54, 100.0), 33504
note_off(9, 54, 64), 33600
note_on(9, 54, 100.0), 33696
note_off(9, 54, 64), 33792
note_on(9, 54, 100.0), 33888
note_off(9, 54, 64), 33984
note_on(9, 54, 100.0), 34080
note_off(9, 54, 64), 34176
note_on(9, 54, 100.0), 34272
note_off(9, 54, 64), 34368
note_on(9, 54, 100.0), 34464
note_off(9, 54, 64), 34560
note_on(9, 54, 100.0), 34656
note_off(9, 54, 64), 34752
note_on(9, 54, 100.0), 34848
note_off(9, 54, 64), 34944
note_on(9, 54, 100.0), 35040
note_off(9, 54, 64), 35136
note_on(9, 54, 100.0), 35232
note_off(9, 54, 64), 35328
note_on(9, 54, 100.0), 35424
note_off(9, 54, 64), 35520
note_on(9, 54, 100.0), 35616
note_off(9, 54, 64), 35712
note_on(9, 54, 100.0), 35808
note_off(9, 54, 64), 35904
note_on(9, 54, 100.0), 36000
note_off(9, 54, 64), 36096
note_on(9, 54, 100.0), 36192
note_off(9, 54, 64), 36288
note_on(9, 54, 100.0), 36384
note_off(9, 54, 64), 36480
note_on(9, 54, 100.0), 36576
note_off(9, 54, 64), 36672
note_on(9, 54, 100.0), 36768
note_off(9, 54, 64), 36864
note_on(9, 54, 100.0), 36960
note_off(9, 54, 64), 37056
note_on(9, 54, 100.0), 37152
note_off(9, 54, 64), 37248
note_on(9, 54, 100.0), 37344
note_off(9, 54, 64), 37440
note_on(9, 54, 100.0), 37536
note_off(9, 54, 64), 37632
note_on(9, 54, 100.0), 37728
note_off(9, 54, 64), 37824
note_on(9, 54, 100.0), 37920
note_off(9, 54, 64), 38016
note_on(9, 54, 100.0), 38112
note_off(9, 54, 64), 38208
note_on(9, 54, 100.0), 38304
note_off(9, 54, 64), 38400
note_on(9, 54, 100.0), 38496
note_off(9, 54, 64), 38592
note_on(9, 54, 100.0), 38688
note_off(9, 54, 64), 38784
note_on(9, 54, 100.0), 38880
note_off(9, 54, 64), 38976
note_on(9, 54, 100.0), 39072
note_off(9, 54, 64), 39168
note_on(9, 54, 100.0), 39264
note_off(9, 54, 64), 39360
note_on(9, 54, 100.0), 39456
note_off(9, 54, 64), 39552
note_on(9, 54, 100.0), 39648
note_off(9, 54, 64), 39744
note_on(9, 54, 100.0), 39840
note_off(9, 54, 64), 39936
note_on(9, 54, 100.0), 40032
note_off(9, 54, 64), 40128
note_on(9, 54, 100.0), 40224
note_off(9, 54, 64), 40320
note_on(9, 54, 100.0), 40416
note_off(9, 54, 64), 40512
note_on(9, 54, 100.0), 40608
note_off(9, 54, 64), 40704
note_on(9, 54, 100.0), 40800
note_off(9, 54, 64), 40896
note_on(9, 54, 100.0), 40992
note_off(9, 54, 64), 41088
note_on(9, 54, 100.0), 41184
note_off(9, 54, 64), 41280
note_on(9, 54, 100.0), 41376
note_off(9, 54, 64), 41472
note_on(9, 54, 100.0), 41472
note_off(9, 54, 64), 41568
note_on(9, 54, 100.0), 41568
note_off(9, 54, 64), 41664
note_on(9, 54, 100.0), 41664
note_off(9, 54, 64), 41760
note_on(9, 54, 100.0), 41760
note_off(9, 54, 64), 41856
note_on(9, 54, 100.0), 41856
note_off(9, 54, 64), 41952
note_on(9, 54, 100.0), 41952
note_off(9, 54, 64), 42048
note_on(9, 54, 100.0), 42048
note_off(9, 54, 64), 42144
note_on(9, 54, 100.0), 42144
note_off(9, 54, 64), 42240
note_on(9, 54, 100.0), 42240
note_off(9, 54, 64), 42336
note_on(9, 54, 100.0), 42336
note_off(9, 54, 64), 42432
note_on(9, 54, 100.0), 42432
note_off(9, 54, 64), 42528
note_on(9, 54, 100.0), 42528
note_off(9, 54, 64), 42624
note_on(9, 54, 100.0), 42624
note_off(9, 54, 64), 42720
note_on(9, 54, 100.0), 42720
note_off(9, 54, 64), 42816
note_on(9, 54, 100.0), 42816
note_off(9, 54, 64), 42912
note_on(9, 54, 100.0), 42912
note_off(9, 54, 64), 43008
note_on(9, 54, 100.0), 43008
note_off(9, 54, 64), 43104
note_on(9, 54, 100.0), 43104
note_off(9, 54, 64), 43200
note_on(9, 54, 100.0), 43200
note_off(9, 54, 64), 43296
note_on(9, 54, 100.0), 43296
note_off(9, 54, 64), 43392
note_on(9, 54, 100.0), 43392
note_off(9, 54, 64), 43488
note_on(9, 54, 100.0), 43488
note_off(9, 54, 64), 43584
note_on(9, 54, 100.0), 43584
note_off(9, 54, 64), 43680
note_on(9, 54, 100.0), 43680
note_off(9, 54, 64), 43776
note_on(9, 54, 100.0), 43776
note_off(9, 54, 64), 43872
note_on(9, 54, 100.0), 43872
note_off(9, 54, 64), 43968
note_on(9, 54, 100.0), 43968
note_off(9, 54, 64), 44064
note_on(9, 54, 100.0), 44064
note_off(9, 54, 64), 44160
note_on(9, 54, 100.0), 44160
note_off(9, 54, 64), 44256
note_on(9, 54, 100.0), 44256
note_off(9, 54, 64), 44352
note_on(9, 54, 100.0), 44352
note_off(9, 54, 64), 44448
note_on(9, 54, 100.0), 44448
note_off(9, 54, 64), 44544
note_on(9, 54, 100.0), 44544
note_off(9, 54, 64), 44640
note_on(9, 54, 100.0), 44640
note_off(9, 54, 64), 44736
note_on(9, 54, 100.0), 44736
note_off(9, 54, 64), 44832
note_on(9, 54, 100.0), 44832
note_off(9, 54, 64), 44928
note_on(9, 54, 100.0), 44928
note_off(9, 54, 64), 45024
note_on(9, 54, 100.0), 45024
note_off(9, 54, 64), 45120
note_on(9, 54, 100.0), 45120
note_off(9, 54, 64), 45216
note_on(9, 54, 100.0), 45216
note_off(9, 54, 64), 45312
note_on(9, 54, 100.0), 45312
note_off(9, 54, 64), 45408
note_on(9, 54, 100.0), 45408
note_off(9, 54, 64), 45504
note_on(9, 54, 100.0), 45504
note_off(9, 54, 64), 45600
note_on(9, 54, 100.0), 45600
note_off(9, 54, 64), 45696
note_on(9, 54, 100.0), 45696
note_off(9, 54, 64), 45792
note_on(9, 54, 100.0), 45792
note_off(9, 54, 64), 45888
note_on(9, 54, 100.0), 45888
note_off(9, 54, 64), 45984
note_on(9, 54, 100.0), 45984
note_off(9, 54, 64), 46080
note_on(9, 54, 100.0), 46080
note_off(9, 54, 64), 46176
note_on(9, 54, 100.0), 46176
note_off(9, 54, 64), 46272
note_on(9, 54, 100.0), 46272
note_off(9, 54, 64), 46368
note_on(9, 54, 100.0), 46368
note_off(9, 54, 64), 46464
note_on(9, 54, 100.0), 46464
note_off(9, 54, 64), 46560
note_on(9, 54, 100.0), 46560
note_off(9, 54, 64), 46656
note_on(9, 54, 100.0), 46656
note_off(9, 54, 64), 46752
note_on(9, 54, 100.0), 46752
note_off(9, 54, 64), 46848
note_on(9, 54, 100.0), 46848
note_off(9, 54, 64), 46944
note_on(9, 54, 100.0), 46944
note_off(9, 54, 64), 47040
note_on(9, 54, 100.0), 47040
note_off(9, 54, 64), 47136
note_on(9, 54, 100.0), 47136
note_off(9, 54, 64), 47232
note_on(9, 54, 100.0), 47232
note_off(9, 54, 64), 47328
note_on(9, 54, 100.0), 47328
note_off(9, 54, 64), 47424
note_on(9, 54, 100.0), 47424
note_off(9, 54, 64), 47520
note_on(9, 54, 100.0), 47520
note_off(9, 54, 64), 47616
